Epoch,Mean_Train_Loss,Std_Train_Loss,Mean_Val_Loss,Std_Val_Loss
1,0.1761939361691475,0.06578086385561796,0.09570191130042076,0.049151759298975854
2,0.07102765068411827,0.03764092474616297,0.05409180391579867,0.03397978081678398
3,0.04352947510778904,0.021359641502690162,0.036407895106822255,0.022586177192392826
4,0.03232286237180233,0.01392995841628814,0.028420218080282212,0.0162592287219135
5,0.027334851771593095,0.010089744312276374,0.025505326222628355,0.018924785482119597
6,0.02468111403286457,0.009217166815186946,0.02127685509622097,0.012725493243100383
7,0.022751955687999724,0.00834811576334066,0.017619133461266756,0.01248452939926898
8,0.021380062215030193,0.00795450752037146,0.01704374738037586,0.012362007269101952
9,0.020287540927529334,0.006211722048591478,0.015936154313385485,0.012064722368262141
10,0.01811168771237135,0.006755554331941449,0.01687729503028095,0.013506550724221526
11,0.017361078783869742,0.005900018863949394,0.015062389802187682,0.011518530955579536
12,0.015974819846451282,0.005460420686551602,0.01589683527126908,0.010743714720924892
13,0.015959414653480053,0.004943458708557653,0.014079782040789723,0.009450608623515318
14,0.014720378257334233,0.0048017648971952305,0.012010614620521665,0.009125067512753151
15,0.014780293591320515,0.006401464262904487,0.013594714738428593,0.013896587901349218
16,0.013720105867832899,0.005856774483633502,0.01126782177016139,0.008805166863865042
17,0.012826857529580593,0.00551488120216655,0.012100102612748742,0.01290556087417923
18,0.012491423450410367,0.004998096877439073,0.012086423160508276,0.010830051018132888
19,0.01201223600655794,0.0046212708910403156,0.010077591077424586,0.00965805101444987
20,0.011660014372318983,0.0043554282684828485,0.010462718061171472,0.009446283086118121
21,0.010943414922803641,0.004828558911379446,0.009202296659350396,0.008939395893443395
22,0.011716011073440313,0.005090357939551397,0.009360058233141899,0.008835162743762136
23,0.011792848911136388,0.004100400367263098,0.009946646587923168,0.00796297293046999
24,0.009877310413867236,0.003746927983952659,0.008508464600890876,0.00752684251650725
25,0.009381970390677452,0.0037125772484546847,0.008939493843354285,0.00887103467585968
26,0.009447349142283202,0.004137902378139208,0.008224725350737571,0.009103586265761838
27,0.00898203020915389,0.003728538848283329,0.007706920860800892,0.007426328590465321
28,0.009075968619436025,0.003848733130492642,0.008543124701827765,0.009148369824436405
29,0.008901168685406446,0.0033841206222992833,0.007746662001591176,0.008144873764126351
30,0.00979345217347145,0.005354919500051733,0.01029707930283621,0.013688578470768912
31,0.009314054530113936,0.005022904817517172,0.008187763846945018,0.009150973505922816
32,0.009096210543066263,0.004608341095314539,0.007150166598148644,0.007412791213803884
33,0.008573224488645791,0.003799455814579394,0.006986695621162653,0.007067516778187169
34,0.008373361360281707,0.0031597123526524544,0.008076937485020608,0.006871540505407597
35,0.008203894644975663,0.0028507667120831856,0.007198311819229275,0.00694798554039707
36,0.007787936832755804,0.0026820237325066746,0.007343518256675452,0.008286945991849698
37,0.007721428479999304,0.0029926449026299634,0.00654808561084792,0.007169708485196088
38,0.008050527796149254,0.003571981574874281,0.006246249354444444,0.006814200497832288
39,0.008029061648994685,0.00355920121527449,0.006668665807228536,0.006919092258109611
40,0.007955957390367984,0.003419049450182902,0.006387882155831903,0.006888408480406792
41,0.007810188736766577,0.003287892025114794,0.006619693397078663,0.006425037431347319
42,0.007622929010540247,0.002669814023415293,0.006384121952578425,0.006287969136221947
43,0.007517255377024412,0.002872641294919769,0.005993326439056546,0.006099055942692893
44,0.007412252947688103,0.0028947382820674944,0.005648144811857492,0.005933589915809755
45,0.007362208515405655,0.0027295226004416797,0.006104263849556446,0.006032441049955836
46,0.007411859370768071,0.0029245453104499676,0.0064511248143389825,0.006738376284648109
47,0.007303715590387583,0.0026548527535521687,0.00593247382203117,0.00635967046669171
48,0.00741366446018219,0.00298319354191585,0.006134584837127477,0.006583948007115443
49,0.008063317276537418,0.004252637744349622,0.005794034479185939,0.0061225900428528756
50,0.007129349000751972,0.0025104469648952275,0.00602539322571829,0.006714531957677262
51,0.007106967503204942,0.002721945210022473,0.006798717222409323,0.006455667305778154
52,0.007053677691146731,0.0026778494706924194,0.007385639662970789,0.007393224349351382
53,0.007009843713603914,0.0026252165992894532,0.007065418700221926,0.00696804113186617
54,0.006984878680668771,0.0025703209544243413,0.006559382047271356,0.006028015564429934
55,0.006994705880060792,0.002349061746825779,0.006328920935629867,0.006081986829990771
56,0.007729165876905124,0.0021111952988362077,0.008492437346527973,0.005913152691182062
57,0.007679587385306756,0.0022879469774646738,0.008944577537477016,0.006844376758143026
58,0.007625737382719914,0.0020632598999139337,0.008487828619157275,0.006425768024723929
59,0.007699375040829182,0.002190870901617451,0.008230318315327168,0.00616366674321031
60,0.007736004733790954,0.0023482539909356454,0.008261482464149594,0.005990838925363493
61,0.007889225302884975,0.0024172892921021693,0.008106128157426914,0.005696564265197174
62,0.007883318544675907,0.00244879940093795,0.00822103846197327,0.0058917437037903815
63,0.007766868143031995,0.0022172450752739347,0.008436543478940925,0.006333352259940146
64,0.007581453925619523,0.0021658223002417615,0.008070327884828052,0.005836633037252639
65,0.007725254787753026,0.0022861803245917307,0.008024432075520357,0.005713215256338361
66,0.00792171061038971,0.0024118404394879054,0.008327017693469921,0.006327577319641268
67,0.007496031622091929,0.001998669058989082,0.008200054444993535,0.005978483772323011
68,0.007451052777469158,0.001782395316179131,0.008246477305268249,0.0059984929191629
69,0.008220137329772115,0.002836558734998107,0.010230203159153461,0.006994725205004215
70,0.00804490689188242,0.002545333467423916,0.009960524155758321,0.006821390823461115
71,0.007867192151024938,0.002470912178978324,0.010140105499885976,0.006990410969592631
